id,Station_Id_C,time,Lat,Lon,Alti,City,Station_Name,Cnty,VAP,RHU,PRS,TEM,True_PWV,dataset,Predicted_PWV,formatted_time
666,P4885,2025/6/3 0:00,27.71,112.6,132.5,湘潭市,奇才,湘潭县,22.1,94,993.4,20.1,50.8714,train,46.35829024,2025/6/3 0:00
667,P5743,2025/6/3 0:00,27.71,113.37,75,株洲市,将军,醴陵市,23.01,92,998,21.1,42.8857,train,45.42780801,2025/6/3 0:00
668,P4564,2025/6/3 0:00,27.72,111.63,185,娄底市,芙蓉,涟源市,22.2,95,988.7,20,44.052,train,40.33429008,2025/6/3 0:00
669,P4577,2025/6/3 0:00,27.72,111.77,108,娄底市,湖泉,涟源市,21.96,90,993.7,20.7,37.659,train,42.51657118,2025/6/3 0:00
670,P4841,2025/6/3 0:00,27.72,112.34,57,湘潭市,潭市,湘乡市,22.73,92,999.9,20.9,49.4635,test,48.64503646,2025/6/3 0:00
671,P5761,2025/6/3 0:00,27.72,113.32,51,株洲市,油田,醴陵市,23.84,93,1001.9,21.5,43.4497,train,47.67834208,2025/6/3 0:00
672,P3778,2025/6/3 0:00,27.73,110.41,121,怀化市,黄溪口,辰溪县,22.51,100,992.3,19.4,49.3009,train,44.6372103,2025/6/3 0:00
673,P4639,2025/6/3 0:00,27.73,112,151.5,娄底市,市气象局,娄星区,24.61,96,991.1,21.5,50.385,train,46.26833653,2025/6/3 0:00
674,P4879,2025/6/3 0:00,27.73,112.72,40.5,湘潭市,石潭,湘潭县,21.99,89,1002.5,20.9,44.9409,train,45.689932,2025/6/3 0:00
675,P5737,2025/6/3 0:00,27.73,113.5,103,株洲市,沩山,醴陵市,19.22,75,994.8,21.5,29.9715,test,35.04173715,2025/6/3 0:00
676,P5738,2025/6/3 0:00,27.73,113.67,89.6,株洲市,浦口,醴陵市,26.11,100,998.2,21.8,46.1944,train,45.16805738,2025/6/3 0:00
677,P4038,2025/6/3 0:00,27.74,110.53,566.3,怀化市,统溪河,溆浦县,21.55,100,945,18.7,42.9664,train,46.85817949,2025/6/3 0:00
678,P5739,2025/6/3 0:00,27.74,113.05,117,株洲市,竹溪,天元区,21.9,92,995.1,20.3,49.8097,train,48.54169058,2025/6/3 0:00
679,P5734,2025/6/3 0:00,27.74,113.11,39,株洲市,湘云,天元区,21.14,84,1003.9,21.2,45.3419,train,46.50956037,2025/6/3 0:00
680,P3811,2025/6/3 0:00,27.75,110.14,213,怀化市,肖家溪,辰溪县,22.1,100,988,19.1,45.5579,test,45.27010393,2025/6/3 0:00
681,P4481,2025/6/3 0:00,27.75,110.89,851.1,娄底市,大桥,新化县,15.49,77,913.8,17.6,34.4068,train,35.72319924,2025/6/3 0:00
682,57761,2025/6/3 0:00,27.75,111.29,211.9,娄底市,新化,新化县,20.12,84,984.4,20.4,42.5303,train,42.76479915,2025/6/3 0:00
683,P4627,2025/6/3 0:00,27.75,112.02,112.5,娄底市,乐坪,娄星区,21.63,87,993.5,21,49.2805,train,47.07630857,2025/6/3 0:00
684,57772,2025/6/3 0:00,27.75,112.51,85.1,湘潭市,湘乡,湘乡市,22.55,93,998.5,20.6,41.4417,train,42.2887698,2025/6/3 0:00
685,P5736,2025/6/3 0:00,27.75,113.27,73,株洲市,福生,渌口区,22.66,94,1000.1,20.5,51.3606,test,47.77068392,2025/6/3 0:00
686,P4601,2025/6/3 0:00,27.76,111.92,165,娄底市,石井,娄星区,23.18,91,989.9,21.4,46.2788,train,48.12712387,2025/6/3 0:00
687,P4839,2025/6/3 0:00,27.76,112.47,90,湘潭市,泉塘,湘乡市,22.18,92,999.5,20.5,42.9861,train,42.93900245,2025/6/3 0:00
688,P5729,2025/6/3 0:00,27.76,113.69,117.8,株洲市,白兔潭,醴陵市,23.9,91,992.2,21.9,48.2907,train,45.21859908,2025/6/3 0:00
689,P4611,2025/6/3 0:00,27.77,112.07,77,娄底市,春园中学,娄星区,22.55,93,995.3,20.6,46.4056,train,46.79759077,2025/6/3 0:00
690,P5720,2025/6/3 0:00,27.77,113.21,71,株洲市,董家塅,芦淞区,19.26,77,1000.3,21.1,42.5658,test,43.81921045,2025/6/3 0:00
691,P5733,2025/6/3 0:00,27.77,113.32,102,株洲市,姚家坝,芦淞区,22.52,94,996.7,20.4,50.6983,train,50.69625575,2025/6/3 0:00
692,P5850,2025/6/3 0:00,27.77,113.39,88,株洲市,板杉,醴陵市,23.66,94,998.2,21.2,51.5538,train,49.70366194,2025/6/3 0:00
693,P4515,2025/6/3 0:00,27.78,111.49,677,娄底市,谭家,冷水江市,17.57,80,930.6,19,35.3794,train,40.11059459,2025/6/3 0:00
694,P4570,2025/6/3 0:00,27.78,111.75,166,娄底市,龙塘,涟源市,20.61,85,987.7,20.6,48.9128,train,44.86792793,2025/6/3 0:00
695,P4568,2025/6/3 0:00,27.78,111.88,97,娄底市,渡头塘,涟源市,21.01,84,994.8,21.1,49.8934,test,47.24187426,2025/6/3 0:00
696,P4602,2025/6/3 0:00,27.78,111.96,117,娄底市,黄泥塘,娄星区,21.47,88,993.2,20.7,48.1025,train,47.18196493,2025/6/3 0:00
697,P4863,2025/6/3 0:00,27.78,112.77,63,湘潭市,杨嘉桥,湘潭县,22.45,92,1001.8,20.7,48.5167,train,46.4507834,2025/6/3 0:00
698,P5877,2025/6/3 0:00,27.78,113.29,117,株洲市,卦石,芦淞区,22.8,94,995.1,20.6,51.4066,train,49.54795519,2025/6/3 0:00
699,P4435,2025/6/3 0:00,27.79,111.06,504,娄底市,古台山林场,新化县,17.57,81,948.4,18.8,33.1517,train,35.90049124,2025/6/3 0:00
700,P4835,2025/6/3 0:00,27.79,112.95,78,湘潭市,易俗河,湘潭县,18.46,72,1002.1,21.5,37.6379,test,43.67556709,2025/6/3 0:00
701,P5735,2025/6/3 0:00,27.79,113.14,42,株洲市,农科所,芦淞区,21.4,84,1003.6,21.4,45.2538,train,46.49333426,2025/6/3 0:00
702,P4834,2025/6/3 0:00,27.8,112.6,75,湘潭市,韶灌科研所,湘乡市,21.61,88,1000.5,20.8,45.3007,train,45.56300421,2025/6/3 0:00
703,P5726,2025/6/3 0:00,27.8,113.16,58,株洲市,新谭,芦淞区,21.27,83,1003.2,21.5,52.1595,train,46.27555156,2025/6/3 0:00
704,P5840,2025/6/3 0:00,27.8,113.43,83.3,株洲市,枫林,醴陵市,24.31,99,996.6,20.8,49.3183,train,45.75668736,2025/6/3 0:00
705,P4614,2025/6/3 0:00,27.81,112.01,146,娄底市,花溪谷,娄星区,21.4,91,992.4,20.1,45.251,test,46.65582689,2025/6/3 0:00
706,P4870,2025/6/3 0:00,27.81,112.32,90.2,湘潭市,褒忠山,湘乡市,21.27,91,997.2,20,51.2745,train,49.43527176,2025/6/3 0:00
707,P5847,2025/6/3 0:00,27.81,113.04,57,株洲市,新马,天元区,21.89,87,1001.9,21.2,46.1737,train,48.7842077,2025/6/3 0:00
708,P5730,2025/6/3 0:00,27.81,113.05,57,株洲市,仙岭,天元区,22.4,89,1002.3,21.2,48.4071,train,47.95788547,2025/6/3 0:00
709,P5721,2025/6/3 0:00,27.81,113.08,63,株洲市,栗雨,天元区,21.64,86,1001.2,21.2,50.1068,train,47.36429858,2025/6/3 0:00
710,P5727,2025/6/3 0:00,27.81,113.22,67,株洲市,五里墩,芦淞区,22.83,93,1001.9,20.8,38.9746,test,42.13927098,2025/6/3 0:00
711,P4565,2025/6/3 0:00,27.82,111.67,350,娄底市,安平,涟源市,23.04,98,966.5,20.1,53.071,train,46.00366259,2025/6/3 0:00
712,P4919,2025/6/3 0:00,27.82,112.22,228.9,湘潭市,农之源,湘乡市,20.69,88,982.1,20.1,44.2215,train,47.54649707,2025/6/3 0:00
713,P5702,2025/6/3 0:00,27.82,113.11,100,株洲市,神农湖,天元区,21.26,85,997.1,21.1,44.8767,train,46.26385671,2025/6/3 0:00
714,P5717,2025/6/3 0:00,27.82,113.23,76,株洲市,白关,芦淞区,22.07,91,1001.9,20.6,42.1493,train,42.76495065,2025/6/3 0:00
715,P1418,2025/6/3 0:00,27.83,109.62,448.7,湘西土家族苗族自治州,水打田,凤凰县,19.49,91,955.6,18.6,39.0938,test,39.37320091,2025/6/3 0:00
716,P4831,2025/6/3 0:00,27.83,112.94,68,湘潭市,锦源广场,岳塘区,20.89,82,1000.7,21.4,42.4787,train,43.3046887,2025/6/3 0:00
717,P4881,2025/6/3 0:00,27.83,113.01,25,湘潭市,马家河,岳塘区,22.79,90,1003.7,21.3,51.8932,train,47.95159842,2025/6/3 0:00
718,P5723,2025/6/3 0:00,27.83,113.35,109,株洲市,楠木山,芦淞区,21.13,91,996.2,19.9,51.3089,train,46.21032655,2025/6/3 0:00
719,P5716,2025/6/3 0:00,27.83,113.47,200.6,株洲市,横江,醴陵市,20.44,88,984.8,19.9,36.9919,train,43.07817779,2025/6/3 0:00
720,P4580,2025/6/3 0:00,27.84,111.85,134.6,娄底市,桥头河,涟源市,22.76,95,993.1,20.4,45.5582,test,46.60400273,2025/6/3 0:00
721,P4829,2025/6/3 0:00,27.84,112.52,120,湘潭市,龙洞,湘乡市,20.46,87,998.3,20.1,39.6927,train,38.64214674,2025/6/3 0:00
722,P5731,2025/6/3 0:00,27.84,113.17,41,株洲市,石子湖,荷塘区,22.18,86,1004,21.6,41.7177,train,47.81190181,2025/6/3 0:00
723,P4126,2025/6/3 0:00,27.85,110.69,225.2,怀化市,陶金坪,溆浦县,21.82,100,982.8,18.9,54.2861,train,46.84386366,2025/6/3 0:00
724,P4562,2025/6/3 0:00,27.85,111.78,141,娄底市,迎宾,涟源市,20.5,84,989.7,20.7,41.3376,train,43.80962035,2025/6/3 0:00
725,P4868,2025/6/3 0:00,27.85,112.39,102.6,湘潭市,白田,湘乡市,21.93,95,997.4,19.8,46.1411,test,51.35299127,2025/6/3 0:00
726,P5718,2025/6/3 0:00,27.85,113.27,45,株洲市,大京水库,芦淞区,22.28,93,995.1,20.4,51.3173,train,50.19070798,2025/6/3 0:00
727,P5728,2025/6/3 0:00,27.85,113.38,130,株洲市,老鸦坡水库,醴陵市,20.47,86,992.1,20.3,33.3876,train,44.23056938,2025/6/3 0:00
728,57743,2025/6/3 0:00,27.86,109.81,195.6,怀化市,麻阳,麻阳苗族自治县,21.61,96,986.8,19.4,47.89,train,47.60415074,2025/6/3 0:00
729,P3761,2025/6/3 0:00,27.86,109.92,233.6,怀化市,和平溪,麻阳苗族自治县,21.96,100,981.6,19,46.3371,train,44.21571042,2025/6/3 0:00
730,P4864,2025/6/3 0:00,27.86,112.9,30,湘潭市,白石公园,雨湖区,22.04,86,1004,21.5,41.8944,test,43.17352035,2025/6/3 0:00
731,P5708,2025/6/3 0:00,27.86,113.23,116,株洲市,金山,荷塘区,21.5,92,995.2,20,51.5354,train,45.46712218,2025/6/3 0:00
732,P4201,2025/6/3 0:00,27.87,110.01,207.8,怀化市,黄桑乡军田,麻阳苗族自治县,19.08,88,979.6,18.8,34.374,train,42.65467627,2025/6/3 0:00
733,P4080,2025/6/3 0:00,27.87,110.09,163,怀化市,红敏,辰溪县,22.1,100,991,19.1,46.3179,train,42.4360376,2025/6/3 0:00
734,57780,2025/6/3 0:00,27.87,113.17,74.6,株洲市,株洲,荷塘区,25.48,100,999.6,21.4,52.9195,train,47.65634232,2025/6/3 0:00
735,P5724,2025/6/3 0:00,27.87,113.62,180,株洲市,洪源,醴陵市,21.26,85,987.7,21.1,41.5784,test,40.68901795,2025/6/3 0:00
736,P1359,2025/6/3 0:00,27.88,109.45,427.3,湘西土家族苗族自治州,新场中学,凤凰县,21.3,97,960.9,19,35.6486,train,34.84900853,2025/6/3 0:00
737,P3763,2025/6/3 0:00,27.88,109.7,179.8,怀化市,岩门镇黄土溪,麻阳苗族自治县,22.37,100,985.8,19.3,46.8247,train,44.99052014,2025/6/3 0:00
738,P4123,2025/6/3 0:00,27.88,110.4,146.1,怀化市,大江口,溆浦县,21.33,93,992.7,19.7,49.8775,train,46.92200429,2025/6/3 0:00
739,P4079,2025/6/3 0:00,27.88,110.73,535.2,怀化市,桥江镇新田,溆浦县,20.11,100,949.5,17.6,43.6693,train,46.57053747,2025/6/3 0:00
740,P4446,2025/6/3 0:00,27.88,111.37,279.4,娄底市,水竹,新化县,21.12,95,976.4,19.2,47.3888,test,45.44191894,2025/6/3 0:00
741,P4563,2025/6/3 0:00,27.88,111.65,613.5,娄底市,古塘,涟源市,18.08,86,940.7,18.3,38.4645,train,44.2440784,2025/6/3 0:00
742,57773,2025/6/3 0:00,27.88,112.83,63.8,湘潭市,湘潭观测站,雨湖区,22.26,89,1000.9,21.1,45.729,train,44.784519,2025/6/3 0:00
743,P5709,2025/6/3 0:00,27.88,113.07,49,株洲市,清水塘,石峰区,21.85,89,1003,20.8,44.01,train,46.67939773,2025/6/3 0:00
744,P5732,2025/6/3 0:00,27.88,113.12,100,株洲市,先锋,石峰区,21.61,88,998,20.8,48.5252,train,47.38231688,2025/6/3 0:00
745,P5722,2025/6/3 0:00,27.88,113.43,123.5,株洲市,官庄水库,醴陵市,23.81,100,993.5,20.3,49.8898,test,45.94156903,2025/6/3 0:00
746,P5745,2025/6/3 0:00,27.88,113.49,122.8,株洲市,桃花,醴陵市,21.63,92,992.6,20.1,50.4823,train,45.95178601,2025/6/3 0:00
747,P1367,2025/6/3 0:00,27.89,109.55,398.9,湘西土家族苗族自治州,林峰,凤凰县,17.02,82,962.3,18.1,29.1241,train,37.38252645,2025/6/3 0:00
748,P4116,2025/6/3 0:00,27.89,109.64,220.1,怀化市,石羊哨,麻阳苗族自治县,21.82,100,984.5,18.9,46.0368,train,42.28221202,2025/6/3 0:00
749,P3759,2025/6/3 0:00,27.89,109.89,162.9,怀化市,兰里,麻阳苗族自治县,22.8,100,990.9,19.6,49.1482,train,47.06450212,2025/6/3 0:00
750,P4404,2025/6/3 0:00,27.89,111.52,442,娄底市,华新,新化县,20.26,97,958.3,18.2,39.2374,test,39.3471964,2025/6/3 0:00
751,P4821,2025/6/3 0:00,27.89,112.53,69.9,湘潭市,高铁南站,韶山市,20.86,86,997.7,20.6,30.1444,train,35.97204881,2025/6/3 0:00
752,57771,2025/6/3 0:00,27.89,112.59,127.6,湘潭市,韶山,韶山市,23.38,97,993.5,20.5,45.2854,train,39.74402258,2025/6/3 0:00
753,P4816,2025/6/3 0:00,27.89,112.97,60,湘潭市,荷塘,岳塘区,21.02,81,1000.7,21.7,43.3489,train,46.21367995,2025/6/3 0:00
754,P5711,2025/6/3 0:00,27.9,113.21,52,株洲市,明照,荷塘区,22.12,89,1002.7,21,43.0973,train,47.27628681,2025/6/3 0:00
755,P1349,2025/6/3 0:00,27.91,109.31,673.9,湘西土家族苗族自治州,龙塘河水库,凤凰县,19.51,97,931.1,17.6,35.7624,test,36.20073548,2025/6/3 0:00
756,57752,2025/6/3 0:00,27.91,110.6,204,怀化市,溆浦,溆浦县,22.24,100,985.7,19.2,56.0331,train,53.99370214,2025/6/3 0:00
757,P4567,2025/6/3 0:00,27.91,111.85,181,娄底市,七星中学,涟源市,20.24,85,987.7,20.3,41.2857,train,43.04973329,2025/6/3 0:00
758,P5509,2025/6/3 0:00,27.91,113.69,90,长沙市,金刚,浏阳市,21.15,82,997.8,21.6,35.7671,train,42.57173299,2025/6/3 0:00
759,P1368,2025/6/3 0:00,27.92,109.61,322,湘西土家族苗族自治州,古城,凤凰县,22.1,100,969.6,19.1,41.0475,train,40.9582283,2025/6/3 0:00
760,P4618,2025/6/3 0:00,27.92,111.97,272,娄底市,双江水库,娄星区,20.52,90,979.1,19.6,41.2706,test,45.24261774,2025/6/3 0:00
761,P5342,2025/6/3 0:00,27.92,112.12,201,长沙市,田心铺,宁乡市,19.51,84,986.3,19.9,34.6872,train,39.66166048,2025/6/3 0:00
762,P4815,2025/6/3 0:00,27.92,112.43,134.6,湘潭市,新联,韶山市,24.25,100,990.5,20.6,62.5373,train,50.15745901,2025/6/3 0:00
763,P4818,2025/6/3 0:00,27.92,112.59,72.4,湘潭市,银田,韶山市,21.12,86,997.9,20.8,35.4186,train,38.6349575,2025/6/3 0:00
764,P4865,2025/6/3 0:00,27.92,112.96,38,湘潭市,九华,雨湖区,26.27,100,1003.8,21.9,46.2088,train,44.84336445,2025/6/3 0:00
765,P5744,2025/6/3 0:00,27.92,113.52,194.1,株洲市,大口坪,醴陵市,20.54,89,986.8,19.8,46.598,test,47.38557873,2025/6/3 0:00
766,P5706,2025/6/3 0:00,27.93,113.07,95,株洲市,白马,石峰区,21.36,87,1002,20.8,47.4499,train,46.83289977,2025/6/3 0:00
767,P4806,2025/6/3 0:00,27.94,112.3,72,湘潭市,金薮,湘乡市,21.32,89,988,20.4,58.3822,train,55.88052018,2025/6/3 0:00
768,P4802,2025/6/3 0:00,27.94,113,36,湘潭市,昭山,岳塘区,21.78,86,1003.5,21.3,48.4642,train,46.96833841,2025/6/3 0:00
769,P5705,2025/6/3 0:00,27.94,113.25,115,株洲市,仙庾岭,荷塘区,21.96,90,997.6,20.7,48.328,train,45.91259168,2025/6/3 0:00
770,57740,2025/6/3 0:00,27.95,109.6,349.6,湘西土家族苗族自治州,凤凰,凤凰县,20.2,92,969.4,19,44.0179,test,41.26813255,2025/6/3 0:00
771,P4122,2025/6/3 0:00,27.95,110.77,290.3,怀化市,油洋,溆浦县,20.95,96,976.6,18.9,43.2246,train,44.4440196,2025/6/3 0:00
772,P3751,2025/6/3 0:00,27.95,110.84,323.8,怀化市,三江,溆浦县,19.99,100,973.4,17.5,40.5752,train,41.31120069,2025/6/3 0:00
773,P5712,2025/6/3 0:00,27.95,113.14,54,株洲市,鸡嘴山,石峰区,21.99,89,1002.7,20.9,45.2479,train,47.21716716,2025/6/3 0:00
774,P5703,2025/6/3 0:00,27.95,113.18,62,株洲市,龙升,石峰区,23.18,95,1001.9,20.7,44.8374,train,46.61476956,2025/6/3 0:00
775,P5471,2025/6/3 0:00,27.95,113.66,145,长沙市,杨花,浏阳市,20.13,81,991.1,21,45.1305,test,43.86944833,2025/6/3 0:00
776,P1333,2025/6/3 0:00,27.96,109.99,172.6,湘西土家族苗族自治州,石榴坪,泸溪县,21.88,99,988.6,19.1,46.4037,train,44.99562378,2025/6/3 0:00
777,P3750,2025/6/3 0:00,27.96,110.16,131.5,怀化市,潭湾敬老院,辰溪县,22.9,98,994.5,20,41.9866,train,45.084952,2025/6/3 0:00
778,P4804,2025/6/3 0:00,27.96,112.47,106.6,湘潭市,石屏,韶山市,19.52,79,995.5,20.9,37.2305,train,45.52169232,2025/6/3 0:00
779,P5707,2025/6/3 0:00,27.96,113.17,63,株洲市,龙头铺,石峰区,22.8,94,1001.7,20.6,51.1032,train,46.67835306,2025/6/3 0:00
780,P3749,2025/6/3 0:00,27.97,110.29,149,怀化市,倒洑,辰溪县,23.08,100,992.7,19.8,50.6671,test,43.02844569,2025/6/3 0:00
781,P3803,2025/6/3 0:00,27.97,110.34,173.5,怀化市,桃田坳,辰溪县,22.06,98,989.8,19.4,33.467,train,42.6195812,2025/6/3 0:00
782,P5514,2025/6/3 0:00,27.97,112.32,106,长沙市,花果山,宁乡市,21.89,87,995.7,21.2,52.8869,train,52.3903084,2025/6/3 0:00
783,P5704,2025/6/3 0:00,27.97,113.23,83,株洲市,黄塘,荷塘区,21.96,90,999.2,20.7,41.5262,train,46.05436544,2025/6/3 0:00
784,P1421,2025/6/3 0:00,27.98,109.35,650.8,湘西土家族苗族自治州,麻冲,凤凰县,18.83,96,933.3,17.2,37.9148,train,37.46931542,2025/6/3 0:00
785,P4583,2025/6/3 0:00,27.98,111.66,488,娄底市,漆树,涟源市,21.02,100,951.2,18.3,38.9546,test,39.47837446,2025/6/3 0:00
786,P5199,2025/6/3 0:00,27.98,113.73,125,长沙市,大瑶,浏阳市,22.87,92,993.3,21,49.7413,train,43.34504888,2025/6/3 0:00
787,P1357,2025/6/3 0:00,27.99,109.51,378.5,湘西土家族苗族自治州,长潭岗水库,凤凰县,20.39,97,964.2,18.3,44.5389,train,39.84721791,2025/6/3 0:00
788,P5447,2025/6/3 0:00,27.99,112.01,250,长沙市,田坪,宁乡市,21.33,93,979.3,19.7,53.494,train,46.58694807,2025/6/3 0:00
789,P5140,2025/6/3 0:00,27.99,112.98,31,长沙市,兴马洲,天心区,20.74,78,1004.3,22.1,41.0769,train,45.97791173,2025/6/3 0:00
790,P1472,2025/6/3 0:00,28,109.8,279.5,湘西土家族苗族自治州,踏虎,泸溪县,20.82,96,975.9,18.8,43.7074,test,41.6518814,2025/6/3 0:00
791,P1463,2025/6/3 0:00,28,109.89,202.1,湘西土家族苗族自治州,晒洲田,泸溪县,21.55,100,983.9,18.7,46.6781,train,45.56395014,2025/6/3 0:00
792,P5508,2025/6/3 0:00,28,112.12,129,长沙市,流沙河,宁乡市,21.08,88,994.2,20.4,46.0939,train,46.22153359,2025/6/3 0:00
793,P4801,2025/6/3 0:00,28,112.46,123,湘潭市,金石,湘乡市,21.73,93,995,20,48.1607,train,44.21686759,2025/6/3 0:00
794,P5700,2025/6/3 0:00,28,113.19,63.5,株洲市,云田,石峰区,25.17,100,1001.4,21.2,48.9518,train,46.717258,2025/6/3 0:00
795,P5467,2025/6/3 0:00,28,113.43,81,长沙市,书院,浏阳市,21.69,90,998.4,20.5,47.2119,test,47.32351119,2025/6/3 0:00
796,P5294,2025/6/3 0:00,28,113.77,94,长沙市,澄潭江,浏阳市,21.27,84,996.8,21.3,38.7254,train,42.66483045,2025/6/3 0:00
797,P1295,2025/6/3 0:00,28.01,110,235.1,湘西土家族苗族自治州,公羊,泸溪县,21.34,99,980.1,18.7,47.544,train,45.53601085,2025/6/3 0:00
798,57658,2025/6/3 0:00,28.01,110.19,152.8,怀化市,辰溪,辰溪县,22.06,95,991.8,19.9,46.3567,train,43.67041222,2025/6/3 0:00
799,P5499,2025/6/3 0:00,28.01,112.98,51,长沙市,花园岭,天心区,22.98,93,1001.9,20.9,47.5992,train,45.88054402,2025/6/3 0:00
800,P1375,2025/6/3 0:00,28.02,109.52,444,湘西土家族苗族自治州,建塘,凤凰县,19.63,97,956.7,17.7,35.4992,test,39.31065516,2025/6/3 0:00
801,P4432,2025/6/3 0:00,28.02,111.28,156.6,娄底市,何家坪,新化县,22.51,100,986.9,19.4,49.9449,train,49.38751396,2025/6/3 0:00
802,P4807,2025/6/3 0:00,28.02,112.5,111.3,湘潭市,云源,韶山市,20.49,85,993.7,20.5,41.931,train,42.44491951,2025/6/3 0:00
803,P4043,2025/6/3 0:00,28.03,110.44,488,怀化市,谭家场,辰溪县,20.6,98,951.4,18.3,42.2061,train,40.7647986,2025/6/3 0:00
804,P5339,2025/6/3 0:00,28.03,112.03,348,长沙市,草冲,宁乡市,19.85,86,968.6,19.8,45.4368,train,47.11862643,2025/6/3 0:00
805,P5486,2025/6/3 0:00,28.03,112.26,128,长沙市,枫木桥,宁乡市,21.29,90,992.5,20.2,56.188,test,48.35585244,2025/6/3 0:00
806,P5488,2025/6/3 0:00,28.03,112.38,80,长沙市,双盆,宁乡市,20.87,85,998.7,20.8,35.6165,train,40.59968936,2025/6/3 0:00
807,P5421,2025/6/3 0:00,28.03,112.79,44,长沙市,含浦干子,岳麓区,22.12,89,1002.6,21,43.1111,train,43.16328355,2025/6/3 0:00
808,P1347,2025/6/3 0:00,28.04,109.46,605.5,湘西土家族苗族自治州,山江,凤凰县,20.89,100,938.9,18.2,37.6343,train,37.70173514,2025/6/3 0:00
809,P2915,2025/6/3 0:00,28.04,111.09,221.9,益阳市,平口水厂,安化县,22.34,98,985.3,19.6,51.0517,train,49.38357136,2025/6/3 0:00
810,P2930,2025/6/3 0:00,28.04,111.83,307.3,益阳市,高明,安化县,21.15,100,973.6,18.4,47.3999,test,41.47939222,2025/6/3 0:00
811,P5436,2025/6/3 0:00,28.04,112.99,90,长沙市,省气象局,天心区,22.67,89,999.9,21.4,50.1181,train,46.55488657,2025/6/3 0:00
812,P4121,2025/6/3 0:00,28.05,110.76,247.6,怀化市,祖师殿,溆浦县,21.69,100,981.1,18.8,43.6032,train,43.98110948,2025/6/3 0:00
813,P5459,2025/6/3 0:00,28.05,112.64,80,长沙市,花明楼,宁乡市,21.58,89,1000.1,20.6,43.7602,train,43.44784149,2025/6/3 0:00
814,P5103,2025/6/3 0:00,28.05,113,83,长沙市,西湖小学,天心区,22.45,86,998.1,21.8,43.9596,train,46.38635198,2025/6/3 0:00
815,P5484,2025/6/3 0:00,28.05,113.93,154,长沙市,文家市,浏阳市,20.88,84,991.7,21,30.7969,test,38.44346486,2025/6/3 0:00
816,P2905,2025/6/3 0:00,28.06,111.76,362,益阳市,清塘铺,安化县,20.37,100,968,17.8,35.1539,train,41.79279918,2025/6/3 0:00
817,P1345,2025/6/3 0:00,28.07,109.38,799.3,湘西土家族苗族自治州,腊尔山,凤凰县,18.79,94,917.6,17.5,36.8285,train,35.97351542,2025/6/3 0:00
818,P1321,2025/6/3 0:00,28.07,110.09,139,湘西土家族苗族自治州,罗家,泸溪县,23.37,100,992.3,20,38.2705,train,42.05950657,2025/6/3 0:00
819,P5305,2025/6/3 0:00,28.07,112.92,39,长沙市,巴溪洲,岳麓区,23.47,95,1004.3,20.9,48.9801,train,47.99496555,2025/6/3 0:00
820,P5348,2025/6/3 0:00,28.07,113.12,122,长沙市,冬斯港,雨花区,21.63,87,995.4,21,51.7866,test,49.34661143,2025/6/3 0:00
821,P5293,2025/6/3 0:00,28.07,113.56,88,长沙市,青草,浏阳市,21.26,85,1000.2,21.1,39.1993,train,44.04561825,2025/6/3 0:00
822,P5295,2025/6/3 0:00,28.07,113.99,166,长沙市,岩前,浏阳市,20.47,86,987.8,20.3,45.2522,train,40.22431246,2025/6/3 0:00
823,P1358,2025/6/3 0:00,28.08,109.75,401.4,湘西土家族苗族自治州,雷公洞,凤凰县,16.7,82,961.3,17.8,31.1448,train,39.32940824,2025/6/3 0:00
824,P4420,2025/6/3 0:00,28.08,111.37,243,娄底市,龙溪,新化县,20.99,95,978.7,19.1,47.9699,train,49.38441204,2025/6/3 0:00
825,P5463,2025/6/3 0:00,28.08,112.99,58,长沙市,黑石铺,天心区,21.93,84,1001.4,21.8,46.2932,test,46.09286809,2025/6/3 0:00
826,P5431,2025/6/3 0:00,28.08,113.47,98,长沙市,葛家,浏阳市,23.72,96,997.3,20.9,53.9076,train,47.41195397,2025/6/3 0:00
827,P5143,2025/6/3 0:00,28.09,113.18,23,长沙市,黄兴镇林塘,长沙县,22.7,88,1002.9,21.6,44.6801,train,46.60205199,2025/6/3 0:00
828,P5398,2025/6/3 0:00,28.09,113.87,189,长沙市,中和,浏阳市,20.93,89,986.6,20.1,45.1324,train,40.40199684,2025/6/3 0:00
829,P1348,2025/6/3 0:00,28.1,109.6,337.4,湘西土家族苗族自治州,吉信,凤凰县,17.67,83,969.3,18.5,40.6708,train,40.06493542,2025/6/3 0:00
830,P2910,2025/6/3 0:00,28.1,111.58,198.8,益阳市,乐安,安化县,22.1,100,984.4,19.1,56.1195,test,51.44824827,2025/6/3 0:00
831,P5416,2025/6/3 0:00,28.1,111.94,287,长沙市,巷子口,宁乡市,18.7,81,976.2,19.8,39.8741,train,41.48642181,2025/6/3 0:00
832,P5382,2025/6/3 0:00,28.1,112.74,59,长沙市,莲花,岳麓区,23.44,92,1000.8,21.4,42.6799,train,44.12269184,2025/6/3 0:00
833,P5390,2025/6/3 0:00,28.1,112.86,60,长沙市,含浦,岳麓区,21.38,86,1000.4,21,45.7016,train,43.6465533,2025/6/3 0:00
834,P1302,2025/6/3 0:00,28.11,109.89,383.2,湘西土家族苗族自治州,永兴场,泸溪县,21.02,100,963.9,18.3,39.1005,train,41.6755204,2025/6/3 0:00
