id,Station_Id_C,time,Lat,Lon,Alti,City,Station_Name,Cnty,VAP,RHU,PRS,TEM,PWV,dataset,PWV,formatted_time
1101,P3709,2025/06/03 00:00,28.69,110.75,165.0,怀化市,陈家滩,沅陵县,21.66,95,990.0,19.6,48.3276,train,48.3276,2025-06-03 00:00:00
1102,P2075,2025/06/03 00:00,28.69,112.14,95.0,常德市,军山铺,汉寿县,20.71,76,997.4,22.5,39.4897,train,39.4897,2025-06-03 00:00:00
1103,P2720,2025/06/03 00:00,28.69,112.24,45.0,益阳市,新塘,资阳区,18.91,72,1000.5,21.9,26.9343,train,26.9343,2025-06-03 00:00:00
1104,P3640,2025/06/03 00:00,28.69,113.04,60.6,岳阳市,白水苗圃,汨罗市,24.71,97,999.2,21.4,49.4792,train,49.4792,2025-06-03 00:00:00
1105,P3204,2025/06/03 00:00,28.69,113.13,400.0,岳阳市,神鼎山,汨罗市,21.0,85,966.5,20.9,46.5404,test,46.5404,2025-06-03 00:00:00
1106,P3111,2025/06/03 00:00,28.7,113.94,130.0,岳阳市,长寿,平江县,23.96,100,993.7,20.4,47.701,train,47.701,2025-06-03 00:00:00
1107,P2076,2025/06/03 00:00,28.71,111.55,120.0,常德市,花岩溪,鼎城区,20.26,82,993.7,20.9,44.7269,train,44.7269,2025-06-03 00:00:00
1108,P3529,2025/06/03 00:00,28.71,112.77,37.0,岳阳市,杨林寨,湘阴县,22.45,86,1004.4,21.8,44.1503,train,44.1503,2025-06-03 00:00:00
1109,P3511,2025/06/03 00:00,28.71,113.43,75.6,岳阳市,瓮江,平江县,24.4,100,999.8,20.7,46.4091,train,46.4091,2025-06-03 00:00:00
1110,57682,2025/06/03 00:00,28.71,113.57,106.9,岳阳市,平江,平江县,24.86,100,996.3,21.0,41.0,test,41.0,2025-06-03 00:00:00
1111,P2074,2025/06/03 00:00,28.72,111.77,86.0,常德市,江东市水库,汉寿县,22.56,88,998.0,21.5,43.9585,train,43.9585,2025-06-03 00:00:00
1112,P3580,2025/06/03 00:00,28.73,112.7,27.0,岳阳市,湘滨,湘阴县,23.5,90,1004.4,21.8,46.789,train,46.789,2025-06-03 00:00:00
1113,57673,2025/06/03 00:00,28.73,112.93,63.0,岳阳市,湘阴,湘阴县,24.54,94,1001.2,21.8,45.5784,train,45.5784,2025-06-03 00:00:00
1114,P1461,2025/06/03 00:00,28.74,109.81,359.8,湘西土家族苗族自治州,坐苦坝,古丈县,21.34,99,965.2,18.7,50.065,train,50.065,2025-06-03 00:00:00
1115,P1091,2025/06/03 00:00,28.74,109.96,486.3,湘西土家族苗族自治州,新区,永顺县,20.6,98,951.8,18.3,42.2993,test,42.2993,2025-06-03 00:00:00
1116,P2139,2025/06/03 00:00,28.74,112.18,73.0,常德市,赤港湾水库,汉寿县,20.76,82,999.6,21.3,36.7077,train,36.7077,2025-06-03 00:00:00
1117,P2093,2025/06/03 00:00,28.75,111.33,58.0,常德市,剪市,桃源县,21.47,88,1002.3,20.7,37.1876,train,37.1876,2025-06-03 00:00:00
1118,P3512,2025/06/03 00:00,28.75,113.24,32.0,岳阳市,伍市,平江县,24.39,94,1002.4,21.7,41.9817,train,41.9817,2025-06-03 00:00:00
1119,P3102,2025/06/03 00:00,28.75,113.71,142.9,岳阳市,童市,平江县,21.78,86,992.2,21.3,48.3248,train,48.3248,2025-06-03 00:00:00
1120,P1372,2025/06/03 00:00,28.76,109.85,433.1,湘西土家族苗族自治州,红石林,古丈县,21.12,98,959.1,18.7,44.93,test,44.93,2025-06-03 00:00:00
1121,P3705,2025/06/03 00:00,28.76,110.43,204.0,怀化市,曹家,沅陵县,22.51,100,985.6,19.4,43.1835,train,43.1835,2025-06-03 00:00:00
1122,P2137,2025/06/03 00:00,28.76,111.23,73.4,常德市,凌津滩,桃源县,23.81,100,1000.1,20.3,42.9576,train,42.9576,2025-06-03 00:00:00
1123,P2686,2025/06/03 00:00,28.76,112.35,46.0,益阳市,三眼塘,沅江市,23.84,93,1004.4,21.5,40.2406,train,40.2406,2025-06-03 00:00:00
1124,P3588,2025/06/03 00:00,28.76,112.99,68.0,岳阳市,赛美水库,湘阴县,22.83,88,1001.8,21.7,40.5979,train,40.5979,2025-06-03 00:00:00
1125,P2726,2025/06/03 00:00,28.77,112.45,55.0,益阳市,张家塞,资阳区,23.58,92,1004.4,21.5,44.4488,test,44.4488,2025-06-03 00:00:00
1126,P3518,2025/06/03 00:00,28.77,113.01,43.1,岳阳市,汨罗镇,汨罗市,25.79,100,1002.2,21.6,57.0685,train,57.0685,2025-06-03 00:00:00
1127,P1386,2025/06/03 00:00,28.78,109.79,444.3,湘西土家族苗族自治州,友和,永顺县,20.99,98,956.8,18.6,48.61,train,48.61,2025-06-03 00:00:00
1128,P3650,2025/06/03 00:00,28.78,113.61,80.6,岳阳市,团山,平江县,21.15,81,997.8,21.8,35.7425,train,35.7425,2025-06-03 00:00:00
1129,P1383,2025/06/03 00:00,28.8,110.21,765.7,湘西土家族苗族自治州,竹坪,永顺县,18.86,92,921.0,17.9,40.5854,train,40.5854,2025-06-03 00:00:00
1130,P4069,2025/06/03 00:00,28.8,110.63,150.0,怀化市,大合坪,沅陵县,21.26,95,991.5,19.3,50.1757,test,50.1757,2025-06-03 00:00:00
1131,P2729,2025/06/03 00:00,28.8,112.58,38.9,益阳市,茈湖口,资阳区,13.84,53,1004.5,21.8,21.2945,train,21.2945,2025-06-03 00:00:00
1132,P3666,2025/06/03 00:00,28.8,113.07,46.7,岳阳市,归义,汨罗市,21.41,81,1003.1,22.0,44.1564,train,44.1564,2025-06-03 00:00:00
1133,P1009,2025/06/03 00:00,28.81,109.35,330.2,湘西土家族苗族自治州,树木,龙山县,22.8,100,970.2,19.6,44.5294,train,44.5294,2025-06-03 00:00:00
1134,P1446,2025/06/03 00:00,28.81,109.74,295.3,湘西土家族苗族自治州,柏杨,永顺县,22.06,98,977.0,19.4,38.0087,train,38.0087,2025-06-03 00:00:00
1135,P4001,2025/06/03 00:00,28.81,111.01,73.0,怀化市,五强溪,沅陵县,24.4,100,999.3,20.7,50.1818,test,50.1818,2025-06-03 00:00:00
1136,P3513,2025/06/03 00:00,28.81,114.05,132.1,岳阳市,龙门,平江县,21.08,88,992.5,20.4,41.0041,train,41.0041,2025-06-03 00:00:00
1137,P1073,2025/06/03 00:00,28.82,110.12,218.7,湘西土家族苗族自治州,长官,永顺县,21.3,94,981.1,19.5,46.0028,train,46.0028,2025-06-03 00:00:00
1138,P2667,2025/06/03 00:00,28.83,112.39,32.0,益阳市,城区水管站,沅江市,20.53,74,1005.0,22.8,29.1136,train,29.1136,2025-06-03 00:00:00
1139,P3200,2025/06/03 00:00,28.83,113.16,32.8,岳阳市,罗江,汨罗市,22.74,85,1003.5,22.2,52.9659,train,52.9659,2025-06-03 00:00:00
1140,P1098,2025/06/03 00:00,28.84,109.26,1225.0,湘西土家族苗族自治州,八面山景区,龙山县,15.74,85,873.0,16.3,33.1842,test,33.1842,2025-06-03 00:00:00
1141,57671,2025/06/03 00:00,28.84,112.37,43.7,益阳市,沅江,沅江市,26.0,99,1003.7,21.9,40.6,train,40.6,2025-06-03 00:00:00
1142,P3106,2025/06/03 00:00,28.84,113.61,106.8,岳阳市,梅仙,平江县,21.0,85,995.8,20.9,37.6727,train,37.6727,2025-06-03 00:00:00
1143,P1066,2025/06/03 00:00,28.85,110.2,845.2,湘西土家族苗族自治州,三合,永顺县,19.19,96,912.9,17.5,40.1154,train,40.1154,2025-06-03 00:00:00
1144,P1489,2025/06/03 00:00,28.85,110.33,326.9,湘西土家族苗族自治州,楠木,永顺县,21.08,96,971.0,19.0,41.0258,train,41.0258,2025-06-03 00:00:00
1145,P2147,2025/06/03 00:00,28.85,111.65,56.3,常德市,草坪,鼎城区,22.01,88,1003.3,21.1,53.1942,test,53.1942,2025-06-03 00:00:00
1146,P3665,2025/06/03 00:00,28.85,113.03,40.0,岳阳市,河市乡,市辖区,22.34,84,1005.3,22.1,44.5307,train,44.5307,2025-06-03 00:00:00
1147,P3109,2025/06/03 00:00,28.85,113.94,160.0,岳阳市,云洞水库,平江县,21.27,91,988.3,20.0,46.2455,train,46.2455,2025-06-03 00:00:00
1148,P1093,2025/06/03 00:00,28.86,109.78,399.7,湘西土家族苗族自治州,西那司,永顺县,21.52,98,962.1,19.0,37.7201,train,37.7201,2025-06-03 00:00:00
1149,P1074,2025/06/03 00:00,28.86,110.0,615.3,湘西土家族苗族自治州,马鞍,永顺县,14.08,67,946.0,18.3,26.1601,train,26.1601,2025-06-03 00:00:00
1150,P3605,2025/06/03 00:00,28.86,112.92,19.2,岳阳市,屈子诗园,市辖区,22.34,83,1005.2,22.3,44.9272,test,44.9272,2025-06-03 00:00:00
1151,57680,2025/06/03 00:00,28.86,113.11,82.0,岳阳市,汨罗,汨罗市,21.15,82,999.5,21.6,42.2,train,42.2,2025-06-03 00:00:00
1152,P2043,2025/06/03 00:00,28.87,111.48,48.7,常德市,新桥电排,桃源县,21.25,86,1003.2,20.9,41.0116,train,41.0116,2025-06-03 00:00:00
1153,P3112,2025/06/03 00:00,28.87,113.51,110.0,岳阳市,余坪,平江县,21.29,90,994.4,20.2,40.9041,train,40.9041,2025-06-03 00:00:00
1154,P1097,2025/06/03 00:00,28.89,109.7,441.7,湘西土家族苗族自治州,宝石,永顺县,20.94,99,954.9,18.4,39.1684,train,39.1684,2025-06-03 00:00:00
1155,P3703,2025/06/03 00:00,28.89,110.85,214.0,怀化市,七甲坪,沅陵县,21.7,97,984.4,19.3,40.548,test,40.548,2025-06-03 00:00:00
1156,P2054,2025/06/03 00:00,28.89,111.82,55.0,常德市,聂家桥,汉寿县,21.53,84,1004.4,21.5,45.3562,train,45.3562,2025-06-03 00:00:00
1157,P1414,2025/06/03 00:00,28.9,110.07,714.9,湘西土家族苗族自治州,花桥,永顺县,19.71,98,927.4,17.6,31.6811,train,31.6811,2025-06-03 00:00:00
1158,P3118,2025/06/03 00:00,28.9,113.84,274.8,岳阳市,虹桥正东,平江县,16.12,69,975.3,20.0,21.9903,train,21.9903,2025-06-03 00:00:00
1159,57661,2025/06/03 00:00,28.91,111.48,51.1,常德市,桃源,桃源县,22.44,87,1002.7,21.6,41.0,train,41.0,2025-06-03 00:00:00
1160,P2049,2025/06/03 00:00,28.91,111.74,40.0,常德市,市二中,武陵区,21.66,84,1001.7,21.6,39.925,test,39.925,2025-06-03 00:00:00
1161,P3105,2025/06/03 00:00,28.91,113.6,148.0,岳阳市,大洲,平江县,23.86,96,991.4,21.0,37.9223,train,37.9223,2025-06-03 00:00:00
1162,P1397,2025/06/03 00:00,28.92,109.45,327.0,湘西土家族苗族自治州,金星,龙山县,21.98,97,969.0,19.5,48.0569,train,48.0569,2025-06-03 00:00:00
1163,P1096,2025/06/03 00:00,28.92,110.3,576.2,湘西土家族苗族自治州,朗溪,永顺县,19.89,90,941.4,19.1,40.7544,train,40.7544,2025-06-03 00:00:00
1164,57663,2025/06/03 00:00,28.92,111.96,36.2,常德市,汉寿,汉寿县,22.44,87,1004.3,21.6,40.0,train,40.0,2025-06-03 00:00:00
1165,P3117,2025/06/03 00:00,28.92,113.78,384.5,岳阳市,大江洞水库,平江县,18.57,83,964.4,19.3,33.6601,test,33.6601,2025-06-03 00:00:00
1166,P1488,2025/06/03 00:00,28.93,110.21,345.3,湘西土家族苗族自治州,官坝,永顺县,20.94,93,969.2,19.4,44.2815,train,44.2815,2025-06-03 00:00:00
1167,P1818,2025/06/03 00:00,28.93,110.44,348.6,张家界市,四都坪,永定区,22.24,100,966.6,19.2,46.6547,train,46.6547,2025-06-03 00:00:00
1168,P1451,2025/06/03 00:00,28.94,110.03,559.4,湘西土家族苗族自治州,铜瓦,永顺县,20.34,98,943.7,18.1,43.3723,train,43.3723,2025-06-03 00:00:00
1169,P2047,2025/06/03 00:00,28.94,110.97,371.5,常德市,观音寺,桃源县,20.2,92,964.7,19.0,41.2913,train,41.2913,2025-06-03 00:00:00
1170,P2682,2025/06/03 00:00,28.94,112.58,32.0,益阳市,双洲,沅江市,18.91,72,1005.2,21.9,29.4941,test,29.4941,2025-06-03 00:00:00
1171,P3526,2025/06/03 00:00,28.94,113.74,183.1,岳阳市,南江,平江县,21.29,90,987.7,20.2,45.8687,train,45.8687,2025-06-03 00:00:00
1172,P2687,2025/06/03 00:00,28.95,112.3,62.0,益阳市,新湾,沅江市,23.01,92,998.8,21.1,42.7809,train,42.7809,2025-06-03 00:00:00
1173,P1485,2025/06/03 00:00,28.96,109.4,254.1,湘西土家族苗族自治州,贾市,龙山县,19.4,82,977.9,20.2,41.7627,train,41.7627,2025-06-03 00:00:00
1174,P2044,2025/06/03 00:00,28.96,111.75,50.0,常德市,伍家嘴,武陵区,22.71,87,1003.9,21.8,41.6318,train,41.6318,2025-06-03 00:00:00
1175,P1858,2025/06/03 00:00,28.97,110.45,892.5,张家界市,姚家界,永定区,19.86,100,909.5,17.4,41.2471,test,41.2471,2025-06-03 00:00:00
1176,P3604,2025/06/03 00:00,28.97,112.92,27.8,岳阳市,凤凰乡磊石,市辖区,22.61,84,1005.7,22.3,48.1769,train,48.1769,2025-06-03 00:00:00
1177,P3637,2025/06/03 00:00,28.97,113.82,1160.0,岳阳市,幕阜山,平江县,12.05,63,880.0,16.8,20.8471,train,20.8471,2025-06-03 00:00:00
1178,P3119,2025/06/03 00:00,28.97,113.92,360.2,岳阳市,石牛寨姜源,平江县,15.76,70,964.8,19.4,23.9407,train,23.9407,2025-06-03 00:00:00
1179,P1815,2025/06/03 00:00,28.98,110.67,392.0,张家界市,和平岗,永定区,20.86,95,972.9,19.0,43.3526,train,43.3526,2025-06-03 00:00:00
1180,P1063,2025/06/03 00:00,28.99,109.67,434.2,湘西土家族苗族自治州,西歧,永顺县,21.69,100,960.1,18.8,34.3377,test,34.3377,2025-06-03 00:00:00
1181,P1826,2025/06/03 00:00,28.99,110.81,220.9,张家界市,马头溪,永定区,21.12,95,984.6,19.2,35.6888,train,35.6888,2025-06-03 00:00:00
1182,P2042,2025/06/03 00:00,28.99,111.8,28.0,常德市,观音寺电排,武陵区,21.8,82,1004.4,22.1,43.946,train,43.946,2025-06-03 00:00:00
1183,P2680,2025/06/03 00:00,28.99,112.84,30.0,益阳市,漉湖芦苇场,沅江市,25.26,95,1005.1,22.1,47.5951,train,47.5951,2025-06-03 00:00:00
1184,P3520,2025/06/03 00:00,29.0,112.97,32.8,岳阳市,磊石山,汨罗市,27.41,100,1004.1,22.6,50.9674,train,50.9674,2025-06-03 00:00:00
1185,57643,2025/06/03 00:00,29.01,109.84,272.6,湘西土家族苗族自治州,永顺,永顺县,21.63,92,978.5,20.1,41.8,test,41.8,2025-06-03 00:00:00
1186,P1801,2025/06/03 00:00,29.01,110.5,498.1,张家界市,天门山,永定区,20.09,98,950.1,17.9,42.4675,train,42.4675,2025-06-03 00:00:00
1187,P2660,2025/06/03 00:00,29.01,112.49,34.0,益阳市,新村,沅江市,24.17,92,1005.2,21.9,50.3211,train,50.3211,2025-06-03 00:00:00
1188,P3541,2025/06/03 00:00,29.01,113.44,122.7,岳阳市,岳坊水库,岳阳县,22.76,91,994.0,21.1,46.5368,train,46.5368,2025-06-03 00:00:00
1189,P3113,2025/06/03 00:00,29.01,113.69,183.8,岳阳市,板江,平江县,22.51,100,987.7,19.4,48.2034,train,48.2034,2025-06-03 00:00:00
1190,P1070,2025/06/03 00:00,29.02,110.14,543.6,湘西土家族苗族自治州,五里,永顺县,20.81,99,947.3,18.3,37.8902,test,37.8902,2025-06-03 00:00:00
1191,P1816,2025/06/03 00:00,29.02,110.62,602.7,张家界市,谢家垭,永定区,19.92,93,938.7,18.6,39.9013,train,39.9013,2025-06-03 00:00:00
1192,P1803,2025/06/03 00:00,29.02,110.72,372.2,张家界市,沅古坪,永定区,21.74,99,966.8,19.0,43.2966,train,43.2966,2025-06-03 00:00:00
1193,P2135,2025/06/03 00:00,29.02,111.57,36.0,常德市,木塘垸,桃源县,26.11,100,1004.0,21.8,45.0882,train,45.0882,2025-06-03 00:00:00
1194,P2092,2025/06/03 00:00,29.02,112.01,38.0,常德市,洲口,汉寿县,22.89,84,1004.3,22.5,49.0667,train,49.0667,2025-06-03 00:00:00
1195,P3537,2025/06/03 00:00,29.02,113.49,131.3,岳阳市,张谷英,岳阳县,21.13,91,994.4,19.9,40.5741,test,40.5741,2025-06-03 00:00:00
1196,P1069,2025/06/03 00:00,29.03,110.29,352.2,湘西土家族苗族自治州,永茂,永顺县,21.17,97,961.8,18.9,42.708,train,42.708,2025-06-03 00:00:00
1197,P2029,2025/06/03 00:00,29.03,111.73,29.0,常德市,东江,武陵区,21.93,80,1004.5,22.6,44.1624,train,44.1624,2025-06-03 00:00:00
1198,P1021,2025/06/03 00:00,29.04,109.35,338.0,湘西土家族苗族自治州,咱果,龙山县,21.43,97,969.1,19.1,41.6272,train,41.6272,2025-06-03 00:00:00
1199,P2028,2025/06/03 00:00,29.04,111.62,36.0,常德市,农科院,武陵区,22.04,86,1004.0,21.5,36.0883,train,36.0883,2025-06-03 00:00:00
1200,P2674,2025/06/03 00:00,29.04,112.3,35.0,益阳市,南嘴,沅江市,23.35,90,1001.2,21.7,45.1273,test,45.1273,2025-06-03 00:00:00
1201,P1808,2025/06/03 00:00,29.05,110.82,383.1,张家界市,王家坪,永定区,21.96,100,965.3,19.0,42.0387,train,42.0387,2025-06-03 00:00:00
1202,P2030,2025/06/03 00:00,29.05,111.68,51.0,常德市,文理学院,武陵区,21.53,80,1004.3,22.3,39.139,train,39.139,2025-06-03 00:00:00
1203,P2027,2025/06/03 00:00,29.05,112.0,27.0,常德市,罐头嘴,汉寿县,23.04,91,1004.6,21.3,51.5716,train,51.5716,2025-06-03 00:00:00
1204,P2025,2025/06/03 00:00,29.06,110.98,173.8,常德市,牛车河,桃源县,22.06,98,984.8,19.4,49.91,train,49.91,2025-06-03 00:00:00
1205,P2673,2025/06/03 00:00,29.07,112.44,31.0,益阳市,乐安,沅江市,26.75,100,1005.2,22.2,41.6175,test,41.6175,2025-06-03 00:00:00
1206,P3114,2025/06/03 00:00,29.07,113.78,177.6,岳阳市,上塔市,平江县,22.94,100,988.1,19.7,53.8446,train,53.8446,2025-06-03 00:00:00
1207,P1089,2025/06/03 00:00,29.08,109.98,625.8,湘西土家族苗族自治州,天堂,永顺县,20.04,99,937.3,17.7,41.9397,train,41.9397,2025-06-03 00:00:00
1208,P1852,2025/06/03 00:00,29.08,110.48,255.0,张家界市,官黎坪,永定区,22.94,100,977.5,19.7,40.5763,train,40.5763,2025-06-03 00:00:00
1209,P2677,2025/06/03 00:00,29.08,112.7,42.9,益阳市,石东港,沅江市,25.9,98,1004.8,22.0,46.8874,train,46.8874,2025-06-03 00:00:00
1210,P1812,2025/06/03 00:00,29.09,110.34,162.0,张家界市,后坪,永定区,19.28,80,987.8,20.5,44.0909,test,44.0909,2025-06-03 00:00:00
1211,P1062,2025/06/03 00:00,29.1,109.71,307.2,湘西土家族苗族自治州,首车,永顺县,21.52,95,969.8,19.5,41.4501,train,41.4501,2025-06-03 00:00:00
1212,P1387,2025/06/03 00:00,29.1,109.96,411.8,湘西土家族苗族自治州,颗砂,永顺县,21.34,99,960.3,18.7,37.3184,train,37.3184,2025-06-03 00:00:00
1213,P1821,2025/06/03 00:00,29.1,110.45,203.4,张家界市,南庄坪,永定区,23.51,100,985.5,20.1,51.3615,train,51.3615,2025-06-03 00:00:00
1214,P1824,2025/06/03 00:00,29.11,110.52,253.3,张家界市,西溪坪,永定区,23.51,100,979.9,20.1,44.494,train,44.494,2025-06-03 00:00:00
1215,P2609,2025/06/03 00:00,29.11,112.34,26.8,益阳市,同春,南县,23.09,89,1004.9,21.7,38.4089,test,38.4089,2025-06-03 00:00:00
1216,P2653,2025/06/03 00:00,29.11,112.67,33.0,益阳市,金盆,大通湖区,22.33,85,1005.2,21.9,35.9265,train,35.9265,2025-06-03 00:00:00
1217,P1809,2025/06/03 00:00,29.12,110.38,214.0,张家界市,枫香岗,永定区,23.23,100,984.5,19.9,47.5263,train,47.5263,2025-06-03 00:00:00
1218,57558,2025/06/03 00:00,29.12,110.42,218.5,张家界市,张家界,永定区,22.71,99,983.8,19.7,43.5,train,43.5,2025-06-03 00:00:00
1219,57662,2025/06/03 00:00,29.12,111.68,151.4,常德市,常德,武陵区,21.85,89,990.8,20.8,38.5,train,38.5,2025-06-03 00:00:00
1220,P2684,2025/06/03 00:00,29.12,112.56,41.0,益阳市,四季红,沅江市,23.42,87,1005.1,22.3,44.9648,test,44.9648,2025-06-03 00:00:00
1221,P1086,2025/06/03 00:00,29.13,110.19,401.2,湘西土家族苗族自治州,柯溪,永顺县,21.69,100,962.2,18.8,38.9805,train,38.9805,2025-06-03 00:00:00
1222,P2654,2025/06/03 00:00,29.13,112.43,31.0,益阳市,千山红,大通湖区,26.43,100,1005.1,22.0,44.3506,train,44.3506,2025-06-03 00:00:00
1223,P3547,2025/06/03 00:00,29.13,113.02,32.5,岳阳市,中洲,岳阳县,22.53,89,1004.2,21.3,43.9523,train,43.9523,2025-06-03 00:00:00
1224,P1018,2025/06/03 00:00,29.14,109.37,791.6,湘西土家族苗族自治州,喳啦坪,龙山县,19.49,100,917.8,17.1,35.4298,train,35.4298,2025-06-03 00:00:00
1225,P1060,2025/06/03 00:00,29.14,109.69,372.0,湘西土家族苗族自治州,两岔,永顺县,22.37,100,965.5,19.3,45.7069,test,45.7069,2025-06-03 00:00:00
1226,P1480,2025/06/03 00:00,29.14,110.01,392.3,湘西土家族苗族自治州,车坪,永顺县,17.67,82,961.9,18.7,43.3514,train,43.3514,2025-06-03 00:00:00
1227,P1856,2025/06/03 00:00,29.14,110.49,186.8,张家界市,崇文,永定区,23.24,97,985.7,20.4,54.5803,train,54.5803,2025-06-03 00:00:00
1228,P1806,2025/06/03 00:00,29.15,110.56,190.4,张家界市,阳湖坪,永定区,23.37,100,987.9,20.0,47.0285,train,47.0285,2025-06-03 00:00:00
1229,P2106,2025/06/03 00:00,29.15,112.12,31.0,常德市,十美堂,鼎城区,22.75,83,1004.7,22.6,43.6306,train,43.6306,2025-06-03 00:00:00
1230,P1807,2025/06/03 00:00,29.16,110.2,187.1,张家界市,茅岩河,永定区,23.14,99,984.5,20.0,49.9924,test,49.9924,2025-06-03 00:00:00
1231,P1817,2025/06/03 00:00,29.16,110.31,407.4,张家界市,三家馆,永定区,23.37,100,960.8,20.0,42.9657,train,42.9657,2025-06-03 00:00:00
1232,P1813,2025/06/03 00:00,29.16,110.41,173.8,张家界市,大庸桥,永定区,23.37,100,988.7,20.0,46.9651,train,46.9651,2025-06-03 00:00:00
1233,P1717,2025/06/03 00:00,29.16,110.83,840.7,张家界市,洞溪,慈利县,18.47,96,913.2,16.9,33.694,train,33.694,2025-06-03 00:00:00
1234,P1395,2025/06/03 00:00,29.18,109.62,590.0,湘西土家族苗族自治州,马蹄,龙山县,20.34,98,942.5,18.1,43.3723,train,43.3723,2025-06-03 00:00:00
1235,P1450,2025/06/03 00:00,29.18,109.89,440.0,湘西土家族苗族自治州,廻龙,永顺县,20.78,97,956.7,18.6,40.1139,test,40.1139,2025-06-03 00:00:00
1236,P1732,2025/06/03 00:00,29.18,110.68,239.8,张家界市,金岩,慈利县,22.66,100,981.4,19.5,43.2205,train,43.2205,2025-06-03 00:00:00
1237,P1810,2025/06/03 00:00,29.19,110.12,336.1,张家界市,罗塔坪,永定区,21.69,100,967.2,18.8,36.6877,train,36.6877,2025-06-03 00:00:00
1238,P1805,2025/06/03 00:00,29.19,110.39,219.4,张家界市,尹家溪,永定区,22.94,100,981.2,19.7,41.1921,train,41.1921,2025-06-03 00:00:00
1239,P1822,2025/06/03 00:00,29.19,110.51,252.8,张家界市,新桥,永定区,22.37,100,980.0,19.3,41.7783,train,41.7783,2025-06-03 00:00:00
1240,P2005,2025/06/03 00:00,29.19,111.63,20.4,常德市,蔡家岗,鼎城区,23.95,94,1003.7,21.4,39.696,test,39.696,2025-06-03 00:00:00
1241,P2608,2025/06/03 00:00,29.19,112.36,34.0,益阳市,咸嘉垸,南县,22.47,84,1004.3,22.2,29.9936,train,29.9936,2025-06-03 00:00:00
1242,P2650,2025/06/03 00:00,29.19,112.63,33.9,益阳市,河坝,大通湖区,23.35,90,1005.1,21.7,36.0427,train,36.0427,2025-06-03 00:00:00
1243,57587,2025/06/03 00:00,29.19,113.11,48.4,岳阳市,洞庭湖,岳阳县,23.51,94,1002.7,21.1,39.0776,train,39.0776,2025-06-03 00:00:00
1244,P3620,2025/06/03 00:00,29.19,113.52,90.0,岳阳市,铁山水库,岳阳县,21.93,91,997.7,20.5,43.1336,train,43.1336,2025-06-03 00:00:00
1245,P1083,2025/06/03 00:00,29.2,109.77,750.7,湘西土家族苗族自治州,岩门,永顺县,20.5,100,923.7,17.9,37.4468,test,37.4468,2025-06-03 00:00:00
1246,P1075,2025/06/03 00:00,29.2,109.83,561.1,湘西土家族苗族自治州,李家,永顺县,20.09,98,942.8,17.9,42.4942,train,42.4942,2025-06-03 00:00:00
1247,P1077,2025/06/03 00:00,29.2,109.96,405.1,湘西土家族苗族自治州,隆发,永顺县,21.12,98,960.7,18.7,38.5768,train,38.5768,2025-06-03 00:00:00
1248,P2002,2025/06/03 00:00,29.2,111.18,98.5,常德市,黄石水库,桃源县,23.07,90,995.0,21.5,49.9636,train,49.9636,2025-06-03 00:00:00
1249,P2091,2025/06/03 00:00,29.21,111.98,30.0,常德市,南湖,武陵区,23.43,86,1004.4,22.5,43.2042,train,43.2042,2025-06-03 00:00:00
1250,P3661,2025/06/03 00:00,29.22,112.7,29.3,岳阳市,隆庆莲场,华容县,23.5,90,1005.3,21.8,33.5701,test,33.5701,2025-06-03 00:00:00
1251,P1857,2025/06/03 00:00,29.23,110.44,248.0,张家界市,沙堤,永定区,22.37,100,977.8,19.3,44.3518,train,44.3518,2025-06-03 00:00:00
1252,P1802,2025/06/03 00:00,29.23,110.62,292.0,张家界市,合作桥,永定区,22.51,100,976.0,19.4,40.1331,train,40.1331,2025-06-03 00:00:00
1253,P2652,2025/06/03 00:00,29.23,112.55,36.0,益阳市,沙堡州,大通湖区,23.4,88,1005.0,22.1,38.6338,train,38.6338,2025-06-03 00:00:00
1254,P3544,2025/06/03 00:00,29.23,113.09,28.4,岳阳市,麻塘,岳阳县,26.32,99,1005.2,22.1,45.0468,train,45.0468,2025-06-03 00:00:00
1255,P3523,2025/06/03 00:00,29.23,113.39,96.7,岳阳市,白羊田,临湘市,22.62,91,996.8,21.0,50.7782,test,50.7782,2025-06-03 00:00:00
1256,P2614,2025/06/03 00:00,29.24,112.41,30.0,益阳市,青树嘴,南县,23.57,86,1004.8,22.6,45.8421,train,45.8421,2025-06-03 00:00:00
1257,P3615,2025/06/03 00:00,29.24,113.14,95.4,岳阳市,东风水库,岳阳县,23.07,90,997.3,21.5,45.0457,train,45.0457,2025-06-03 00:00:00
1258,P1602,2025/06/03 00:00,29.25,110.52,332.9,张家界市,协合,武陵源区,22.66,100,972.1,19.5,41.3199,train,41.3199,2025-06-03 00:00:00
1259,P1490,2025/06/03 00:00,29.26,109.73,392.5,湘西土家族苗族自治州,新场,永顺县,20.99,98,961.5,18.6,39.7091,train,39.7091,2025-06-03 00:00:00
1260,P1703,2025/06/03 00:00,29.26,110.72,156.6,张家界市,阳和,慈利县,23.66,100,988.5,20.2,52.2142,test,52.2142,2025-06-03 00:00:00
1261,P1999,2025/06/03 00:00,29.26,111.54,83.6,常德市,王家垱水库,桃源县,23.47,95,996.6,20.9,52.2819,train,52.2819,2025-06-03 00:00:00
1262,P3536,2025/06/03 00:00,29.26,113.51,773.4,岳阳市,大云山,岳阳县,17.21,90,921.6,16.8,29.2709,train,29.2709,2025-06-03 00:00:00
