id,Station_Id_C,time,Lat,Lon,Alti,City,Station_Name,Cnty,VAP,RHU,PRS,TEM,pwv,dataset,formatted_time,id,predict,rh,sp,t2m,target
1169,P2047,2025/06/03 00:00,28.94,110.97,371.5,常德市,观音寺,桃源县,20.2,92,964.7,19.0,41.2913,train,2025-06-03 00:00:00,1520.0,41.970425,52.63,100187.95,21.23,1520.0
1170,P2682,2025/06/03 00:00,28.94,112.58,32.0,益阳市,双洲,沅江市,18.91,72,1005.2,21.9,29.4941,test,2025-06-03 00:00:00,1526.0,42.755684,54.99,100343.55,20.95,1526.0
1171,P3526,2025/06/03 00:00,28.94,113.74,183.1,岳阳市,南江,平江县,21.29,90,987.7,20.2,45.8687,train,2025-06-03 00:00:00,1537.0,41.960323,61.22,97367.55,18.67,1537.0
1172,P2687,2025/06/03 00:00,28.95,112.3,62.0,益阳市,新湾,沅江市,23.01,92,998.8,21.1,42.7809,train,2025-06-03 00:00:00,1523.0,41.72426,53.6,100313.55,21.2,1523.0
1173,P1485,2025/06/03 00:00,28.96,109.4,254.1,湘西土家族苗族自治州,贾市,龙山县,19.4,82,977.9,20.2,41.7627,train,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1174,P2044,2025/06/03 00:00,28.96,111.75,50.0,常德市,伍家嘴,武陵区,22.71,87,1003.9,21.8,41.6318,train,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1175,P1858,2025/06/03 00:00,28.97,110.45,892.5,张家界市,姚家界,永定区,19.86,100,909.5,17.4,41.2471,test,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1176,P3604,2025/06/03 00:00,28.97,112.92,27.8,岳阳市,凤凰乡磊石,市辖区,22.61,84,1005.7,22.3,48.1769,train,2025-06-03 00:00:00,1560.0,41.832485,52.43,100324.15,20.59,1560.0
1177,P3637,2025/06/03 00:00,28.97,113.82,1160.0,岳阳市,幕阜山,平江县,12.05,63,880,16.8,20.8471,train,2025-06-03 00:00:00,1569.0,40.864094,58.4,97005.95,18.36,1569.0
1178,P3119,2025/06/03 00:00,28.97,113.92,360.2,岳阳市,石牛寨姜源,平江县,15.76,70,964.8,19.4,23.9407,train,2025-06-03 00:00:00,1570.0,40.964714,59.83,96944.35,18.25,1570.0
1179,P1815,2025/06/03 00:00,28.98,110.67,392.0,张家界市,和平岗,永定区,20.86,95,972.9,19.0,43.3526,train,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1180,P1063,2025/06/03 00:00,28.99,109.67,434.2,湘西土家族苗族自治州,西歧,永顺县,21.69,100,960.1,18.8,34.3377,test,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1181,P1826,2025/06/03 00:00,28.99,110.81,220.9,张家界市,马头溪,永定区,21.12,95,984.6,19.2,35.6888,train,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1182,P2042,2025/06/03 00:00,28.99,111.8,28.0,常德市,观音寺电排,武陵区,21.8,82,1004.4,22.1,43.946,train,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1183,P2680,2025/06/03 00:00,28.99,112.84,30.0,益阳市,漉湖芦苇场,沅江市,25.26,95,1005.1,22.1,47.5951,train,2025-06-03 00:00:00,1559.0,40.105434,51.97,100370.55,20.72,1559.0
1184,P3520,2025/06/03 00:00,29.0,112.97,32.8,岳阳市,磊石山,汨罗市,27.41,100,1004.1,22.6,50.9674,train,2025-06-03 00:00:00,1561.0,41.64918,52.9,100277.75,20.46,1561.0
1185,57643,2025/06/03 00:00,29.01,109.84,272.6,湘西土家族苗族自治州,永顺,永顺县,21.63,92,978.5,20.1,41.8,test,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1186,P1801,2025/06/03 00:00,29.01,110.5,498.1,张家界市,天门山,永定区,20.09,98,950.1,17.9,42.4675,train,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1187,P2660,2025/06/03 00:00,29.01,112.49,34.0,益阳市,新村,沅江市,24.17,92,1005.2,21.9,50.3211,train,2025-06-03 00:00:00,1556.0,42.490063,51.03,100406.75,21.01,1556.0
1188,P3541,2025/06/03 00:00,29.01,113.44,122.7,岳阳市,岳坊水库,岳阳县,22.76,91,994,21.1,46.5368,train,2025-06-03 00:00:00,1565.0,42.571373,54.68,98930.35,19.4,1565.0
1189,P3113,2025/06/03 00:00,29.01,113.69,183.8,岳阳市,板江,平江县,22.51,100,987.7,19.4,48.2034,train,2025-06-03 00:00:00,1568.0,42.08877,57.21,97323.15,18.55,1568.0
1190,P1070,2025/06/03 00:00,29.02,110.14,543.6,湘西土家族苗族自治州,五里,永顺县,20.81,99,947.3,18.3,37.8902,test,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1191,P1816,2025/06/03 00:00,29.02,110.62,602.7,张家界市,谢家垭,永定区,19.92,93,938.7,18.6,39.9013,train,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1192,P1803,2025/06/03 00:00,29.02,110.72,372.2,张家界市,沅古坪,永定区,21.74,99,966.8,19.0,43.2966,train,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1193,P2135,2025/06/03 00:00,29.02,111.57,36.0,常德市,木塘垸,桃源县,26.11,100,1004,21.8,45.0882,train,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1194,P2092,2025/06/03 00:00,29.02,112.01,38.0,常德市,洲口,汉寿县,22.89,84,1004.3,22.5,49.0667,train,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1195,P3537,2025/06/03 00:00,29.02,113.49,131.3,岳阳市,张谷英,岳阳县,21.13,91,994.4,19.9,40.5741,test,2025-06-03 00:00:00,1566.0,42.722652,55.3,98468.75,19.1,1566.0
1196,P1069,2025/06/03 00:00,29.03,110.29,352.2,湘西土家族苗族自治州,永茂,永顺县,21.17,97,961.8,18.9,42.708,train,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1197,P2029,2025/06/03 00:00,29.03,111.73,29.0,常德市,东江,武陵区,21.93,80,1004.5,22.6,44.1624,train,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1198,P1021,2025/06/03 00:00,29.04,109.35,338.0,湘西土家族苗族自治州,咱果,龙山县,21.43,97,969.1,19.1,41.6272,train,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1199,P2028,2025/06/03 00:00,29.04,111.62,36.0,常德市,农科院,武陵区,22.04,86,1004,21.5,36.0883,train,2025-06-03 00:00:00,1551.0,42.918625,50.2,100260.75,21.28,1551.0
1200,P2674,2025/06/03 00:00,29.04,112.3,35.0,益阳市,南嘴,沅江市,23.35,90,1001.2,21.7,45.1273,test,2025-06-03 00:00:00,1554.0,42.48986,50.69,100401.95,21.22,1554.0
1201,P1808,2025/06/03 00:00,29.05,110.82,383.1,张家界市,王家坪,永定区,21.96,100,965.3,19.0,42.0387,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1202,P2030,2025/06/03 00:00,29.05,111.68,51.0,常德市,文理学院,武陵区,21.53,80,1004.3,22.3,39.139,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1203,P2027,2025/06/03 00:00,29.05,112.0,27.0,常德市,罐头嘴,汉寿县,23.04,91,1004.6,21.3,51.5716,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1204,P2025,2025/06/03 00:00,29.06,110.98,173.8,常德市,牛车河,桃源县,22.06,98,984.8,19.4,49.91,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1205,P2673,2025/06/03 00:00,29.07,112.44,31.0,益阳市,乐安,沅江市,26.75,100,1005.2,22.2,41.6175,test,2025-06-03 00:00:00,1586.0,42.41961,48.78,100401.55,21.02,1586.0
1206,P3114,2025/06/03 00:00,29.07,113.78,177.6,岳阳市,上塔市,平江县,22.94,100,988.1,19.7,53.8446,train,2025-06-03 00:00:00,1600.0,41.40505,55.65,97126.55,18.39,1600.0
1207,P1089,2025/06/03 00:00,29.08,109.98,625.8,湘西土家族苗族自治州,天堂,永顺县,20.04,99,937.3,17.7,41.9397,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1208,P1852,2025/06/03 00:00,29.08,110.48,255.0,张家界市,官黎坪,永定区,22.94,100,977.5,19.7,40.5763,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1209,P2677,2025/06/03 00:00,29.08,112.7,42.9,益阳市,石东港,沅江市,25.9,98,1004.8,22.0,46.8874,train,2025-06-03 00:00:00,1589.0,41.095444,49.24,100391.15,20.73,1589.0
1210,P1812,2025/06/03 00:00,29.09,110.34,162.0,张家界市,后坪,永定区,19.28,80,987.8,20.5,44.0909,test,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1211,P1062,2025/06/03 00:00,29.1,109.71,307.2,湘西土家族苗族自治州,首车,永顺县,21.52,95,969.8,19.5,41.4501,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1212,P1387,2025/06/03 00:00,29.1,109.96,411.8,湘西土家族苗族自治州,颗砂,永顺县,21.34,99,960.3,18.7,37.3184,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1213,P1821,2025/06/03 00:00,29.1,110.45,203.4,张家界市,南庄坪,永定区,23.51,100,985.5,20.1,51.3615,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1214,P1824,2025/06/03 00:00,29.11,110.52,253.3,张家界市,西溪坪,永定区,23.51,100,979.9,20.1,44.494,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1215,P2609,2025/06/03 00:00,29.11,112.34,26.8,益阳市,同春,南县,23.09,89,1004.9,21.7,38.4089,test,2025-06-03 00:00:00,1585.0,42.490837,48.5,100397.75,21.12,1585.0
1216,P2653,2025/06/03 00:00,29.11,112.67,33.0,益阳市,金盆,大通湖区,22.33,85,1005.2,21.9,35.9265,train,2025-06-03 00:00:00,1589.0,41.095444,49.24,100391.15,20.73,1589.0
1217,P1809,2025/06/03 00:00,29.12,110.38,214.0,张家界市,枫香岗,永定区,23.23,100,984.5,19.9,47.5263,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1218,57558,2025/06/03 00:00,29.12,110.42,218.5,张家界市,张家界,永定区,22.71,99,983.8,19.7,43.5,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1219,57662,2025/06/03 00:00,29.12,111.68,151.4,常德市,常德,武陵区,21.85,89,990.8,20.8,38.5,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1220,P2684,2025/06/03 00:00,29.12,112.56,41.0,益阳市,四季红,沅江市,23.42,87,1005.1,22.3,44.9648,test,2025-06-03 00:00:00,1588.0,42.227657,49.23,100398.75,20.83,1588.0
1221,P1086,2025/06/03 00:00,29.13,110.19,401.2,湘西土家族苗族自治州,柯溪,永顺县,21.69,100,962.2,18.8,38.9805,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1222,P2654,2025/06/03 00:00,29.13,112.43,31.0,益阳市,千山红,大通湖区,26.43,100,1005.1,22.0,44.3506,train,2025-06-03 00:00:00,1586.0,42.41961,48.78,100401.55,21.02,1586.0
1223,P3547,2025/06/03 00:00,29.13,113.02,32.5,岳阳市,中洲,岳阳县,22.53,89,1004.2,21.3,43.9523,train,2025-06-03 00:00:00,1592.0,40.768246,50.05,100260.55,20.51,1592.0
1224,P1018,2025/06/03 00:00,29.14,109.37,791.6,湘西土家族苗族自治州,喳啦坪,龙山县,19.49,100,917.8,17.1,35.4298,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1225,P1060,2025/06/03 00:00,29.14,109.69,372.0,湘西土家族苗族自治州,两岔,永顺县,22.37,100,965.5,19.3,45.7069,test,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1226,P1480,2025/06/03 00:00,29.14,110.01,392.3,湘西土家族苗族自治州,车坪,永顺县,17.67,82,961.9,18.7,43.3514,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1227,P1856,2025/06/03 00:00,29.14,110.49,186.8,张家界市,崇文,永定区,23.24,97,985.7,20.4,54.5803,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1228,P1806,2025/06/03 00:00,29.15,110.56,190.4,张家界市,阳湖坪,永定区,23.37,100,987.9,20.0,47.0285,train,2025-06-03 00:00:00,1582.0,43.85385,48.31,100272.35,21.29,1582.0
1229,P2106,2025/06/03 00:00,29.15,112.12,31.0,常德市,十美堂,鼎城区,22.75,83,1004.7,22.6,43.6306,train,2025-06-03 00:00:00,1583.0,42.314556,48.47,100328.35,21.29,1583.0
1230,P1807,2025/06/03 00:00,29.16,110.2,187.1,张家界市,茅岩河,永定区,23.14,99,984.5,20.0,49.9924,test,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1231,P1817,2025/06/03 00:00,29.16,110.31,407.4,张家界市,三家馆,永定区,23.37,100,960.8,20.0,42.9657,train,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1232,P1813,2025/06/03 00:00,29.16,110.41,173.8,张家界市,大庸桥,永定区,23.37,100,988.7,20.0,46.9651,train,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1233,P1717,2025/06/03 00:00,29.16,110.83,840.7,张家界市,洞溪,慈利县,18.47,96,913.2,16.9,33.694,train,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1234,P1395,2025/06/03 00:00,29.18,109.62,590.0,湘西土家族苗族自治州,马蹄,龙山县,20.34,98,942.5,18.1,43.3723,train,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1235,P1450,2025/06/03 00:00,29.18,109.89,440.0,湘西土家族苗族自治州,廻龙,永顺县,20.78,97,956.7,18.6,40.1139,test,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1236,P1732,2025/06/03 00:00,29.18,110.68,239.8,张家界市,金岩,慈利县,22.66,100,981.4,19.5,43.2205,train,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1237,P1810,2025/06/03 00:00,29.19,110.12,336.1,张家界市,罗塔坪,永定区,21.69,100,967.2,18.8,36.6877,train,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1238,P1805,2025/06/03 00:00,29.19,110.39,219.4,张家界市,尹家溪,永定区,22.94,100,981.2,19.7,41.1921,train,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1239,P1822,2025/06/03 00:00,29.19,110.51,252.8,张家界市,新桥,永定区,22.37,100,980,19.3,41.7783,train,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1240,P2005,2025/06/03 00:00,29.19,111.63,20.4,常德市,蔡家岗,鼎城区,23.95,94,1003.7,21.4,39.696,test,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1241,P2608,2025/06/03 00:00,29.19,112.36,34.0,益阳市,咸嘉垸,南县,22.47,84,1004.3,22.2,29.9936,train,2025-06-03 00:00:00,1617.0,41.144585,46.58,100397.35,20.92,1617.0
1242,P2650,2025/06/03 00:00,29.19,112.63,33.9,益阳市,河坝,大通湖区,23.35,90,1005.1,21.7,36.0427,train,2025-06-03 00:00:00,1619.0,42.564342,46.88,100393.55,20.73,1619.0
1243,57587,2025/06/03 00:00,29.19,113.11,48.4,岳阳市,洞庭湖,岳阳县,23.51,94,1002.7,21.1,39.0776,train,2025-06-03 00:00:00,1624.0,41.010155,47.69,99981.55,20.32,1624.0
1244,P3620,2025/06/03 00:00,29.19,113.52,90.0,岳阳市,铁山水库,岳阳县,21.93,91,997.7,20.5,43.1336,train,2025-06-03 00:00:00,1628.0,41.9622,49.35,98603.95,19.28,1628.0
1245,P1083,2025/06/03 00:00,29.2,109.77,750.7,湘西土家族苗族自治州,岩门,永顺县,20.5,100,923.7,17.9,37.4468,test,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1246,P1075,2025/06/03 00:00,29.2,109.83,561.1,湘西土家族苗族自治州,李家,永顺县,20.09,98,942.8,17.9,42.4942,train,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1247,P1077,2025/06/03 00:00,29.2,109.96,405.1,湘西土家族苗族自治州,隆发,永顺县,21.12,98,960.7,18.7,38.5768,train,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1248,P2002,2025/06/03 00:00,29.2,111.18,98.5,常德市,黄石水库,桃源县,23.07,90,995,21.5,49.9636,train,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1249,P2091,2025/06/03 00:00,29.21,111.98,30.0,常德市,南湖,武陵区,23.43,86,1004.4,22.5,43.2042,train,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1250,P3661,2025/06/03 00:00,29.22,112.7,29.3,岳阳市,隆庆莲场,华容县,23.5,90,1005.3,21.8,33.5701,test,2025-06-03 00:00:00,1620.0,41.20728,46.62,100383.55,20.63,1620.0
1251,P1857,2025/06/03 00:00,29.23,110.44,248.0,张家界市,沙堤,永定区,22.37,100,977.8,19.3,44.3518,train,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1252,P1802,2025/06/03 00:00,29.23,110.62,292.0,张家界市,合作桥,永定区,22.51,100,976,19.4,40.1331,train,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1253,P2652,2025/06/03 00:00,29.23,112.55,36.0,益阳市,沙堡州,大通湖区,23.4,88,1005,22.1,38.6338,train,2025-06-03 00:00:00,1618.0,42.74131,46.87,100401.15,20.82,1618.0
1254,P3544,2025/06/03 00:00,29.23,113.09,28.4,岳阳市,麻塘,岳阳县,26.32,99,1005.2,22.1,45.0468,train,2025-06-03 00:00:00,1624.0,41.010155,47.69,99981.55,20.32,1624.0
1255,P3523,2025/06/03 00:00,29.23,113.39,96.7,岳阳市,白羊田,临湘市,22.62,91,996.8,21.0,50.7782,test,2025-06-03 00:00:00,1627.0,41.92726,48.93,99023.35,19.57,1627.0
1256,P2614,2025/06/03 00:00,29.24,112.41,30.0,益阳市,青树嘴,南县,23.57,86,1004.8,22.6,45.8421,train,2025-06-03 00:00:00,1617.0,41.144585,46.58,100397.35,20.92,1617.0
1257,P3615,2025/06/03 00:00,29.24,113.14,95.4,岳阳市,东风水库,岳阳县,23.07,90,997.3,21.5,45.0457,train,2025-06-03 00:00:00,1624.0,41.010155,47.69,99981.55,20.32,1624.0
1258,P1602,2025/06/03 00:00,29.25,110.52,332.9,张家界市,协合,武陵源区,22.66,100,972.1,19.5,41.3199,train,2025-06-03 00:00:00,1613.0,43.2185,46.42,100283.95,21.3,1613.0
1259,P1490,2025/06/03 00:00,29.26,109.73,392.5,湘西土家族苗族自治州,新场,永顺县,20.99,98,961.5,18.6,39.7091,train,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1260,P1703,2025/06/03 00:00,29.26,110.72,156.6,张家界市,阳和,慈利县,23.66,100,988.5,20.2,52.2142,test,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1261,P1999,2025/06/03 00:00,29.26,111.54,83.6,常德市,王家垱水库,桃源县,23.47,95,996.6,20.9,52.2819,train,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1262,P3536,2025/06/03 00:00,29.26,113.51,773.4,岳阳市,大云山,岳阳县,17.21,90,921.6,16.8,29.2709,train,2025-06-03 00:00:00,1659.0,41.496185,47.15,98759.35,19.51,1659.0
1263,P1820,2025/06/03 00:00,29.27,110.15,376.2,张家界市,青安,永定区,21.04,97,963.9,18.8,38.9779,train,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1264,P1811,2025/06/03 00:00,29.27,110.26,369.4,张家界市,罗水,永定区,21.79,98,967.1,19.2,47.1359,train,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1265,P1095,2025/06/03 00:00,29.28,110.01,435.2,湘西土家族苗族自治州,砂坝,永顺县,21.07,99,956.6,18.5,40.311,test,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1266,P1804,2025/06/03 00:00,29.28,110.33,386.9,张家界市,教字垭,永定区,21.82,100,951.5,18.9,39.0239,train,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1267,P1733,2025/06/03 00:00,29.28,110.94,595.3,张家界市,赵家垭水库,慈利县,21.15,100,940.4,18.4,38.6674,train,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1268,P1993,2025/06/03 00:00,29.28,112.15,31.0,常德市,下渔口,安乡县,27.92,100,1004.6,22.9,51.9807,train,2025-06-03 00:00:00,1646.0,41.834663,44.38,100360.75,21.04,1646.0
1269,P2607,2025/06/03 00:00,29.28,112.34,32.0,益阳市,同湖,南县,23.86,86,1004.8,22.8,43.8468,train,2025-06-03 00:00:00,1647.0,41.05308,44.45,100382.75,20.93,1647.0
1270,P1006,2025/06/03 00:00,29.29,109.41,1224.0,湘西土家族苗族自治州,可立坡,龙山县,17.6,100,874.3,15.5,31.2635,test,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1271,P1487,2025/06/03 00:00,29.29,109.82,539.5,湘西土家族苗族自治州,农林,永顺县,20.29,99,945.2,17.9,42.1535,train,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1272,P1076,2025/06/03 00:00,29.29,109.88,447.4,湘西土家族苗族自治州,毛坝,永顺县,20.81,99,956.1,18.3,37.8902,train,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1273,P2604,2025/06/03 00:00,29.29,112.25,35.5,益阳市,同跃,南县,27.58,100,1004.7,22.7,46.1018,train,2025-06-03 00:00:00,1646.0,41.834663,44.38,100360.75,21.04,1646.0
1274,P2619,2025/06/03 00:00,29.29,112.66,31.0,益阳市,华东,南县,25.65,93,1005.2,22.7,46.6074,train,2025-06-03 00:00:00,1651.0,40.655003,44.89,100369.15,20.53,1651.0
1275,P1607,2025/06/03 00:00,29.3,110.43,652.9,张家界市,锣鼓塔,武陵源区,20.76,100,935.8,18.1,41.4539,test,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1276,P2617,2025/06/03 00:00,29.3,112.53,35.0,益阳市,大木桥,南县,24.97,90,1004.7,22.8,46.799,train,2025-06-03 00:00:00,1649.0,41.852306,45.41,100389.15,20.72,1649.0
1277,P3621,2025/06/03 00:00,29.3,113.1,134.0,岳阳市,风雨山,岳阳楼区,20.51,81,992.5,21.3,39.0641,train,2025-06-03 00:00:00,1655.0,40.54239,45.76,99960.55,20.29,1655.0
1278,P2130,2025/06/03 00:00,29.31,111.76,56.0,常德市,鳌山小学,临澧县,22.34,83,1000.1,22.3,41.0158,train,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1279,P2615,2025/06/03 00:00,29.31,112.27,31.0,益阳市,六百弓,南县,26.48,96,1004.9,22.7,56.3468,train,2025-06-03 00:00:00,1647.0,41.05308,44.45,100382.75,20.93,1647.0
1280,P3599,2025/06/03 00:00,29.31,113.33,73.2,岳阳市,兰桥水库,岳阳楼区,20.84,87,999.8,20.4,44.2905,test,2025-06-03 00:00:00,1657.0,40.298782,46.85,99499.55,20.02,1657.0
1281,P3559,2025/06/03 00:00,29.31,113.44,98.1,岳阳市,金盆,临湘市,21.14,84,996.3,21.2,38.3541,train,2025-06-03 00:00:00,1658.0,41.794434,47.07,99122.35,19.75,1658.0
1282,P1452,2025/06/03 00:00,29.33,109.81,454.2,湘西土家族苗族自治州,西库,永顺县,20.73,95,955.6,18.9,42.949,train,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1283,P1486,2025/06/03 00:00,29.33,109.91,442.7,湘西土家族苗族自治州,团结,永顺县,20.55,99,955,18.1,35.2276,train,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1284,P1533,2025/06/03 00:00,29.33,109.98,385.8,张家界市,上洞街,桑植县,21.42,100,965,18.6,43.7371,train,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1285,P1003,2025/06/03 00:00,29.34,109.49,848.0,湘西土家族苗族自治州,茅坪,龙山县,19.86,100,912.4,17.4,34.2308,test,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1286,P1814,2025/06/03 00:00,29.34,110.31,504.2,张家界市,桥头,永定区,21.28,100,950.2,18.5,41.1309,train,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1287,P1601,2025/06/03 00:00,29.34,110.56,450.3,张家界市,武陵源,武陵源区,23.08,100,957.8,19.8,39.7379,train,2025-06-03 00:00:00,1644.0,42.221397,45.14,100284.35,21.27,1644.0
1288,P1851,2025/06/03 00:00,29.35,110.36,468.0,张家界市,小溪峪水库,永定区,21.15,100,957.3,18.4,40.1741,train,2025-06-03 00:00:00,1675.0,41.58822,44.47,100273.55,21.18,1675.0
1289,P1985,2025/06/03 00:00,29.35,111.71,89.0,常德市,四新岗,临澧县,24.43,93,997.8,21.9,41.1075,train,2025-06-03 00:00:00,1675.0,41.58822,44.47,100273.55,21.18,1675.0
1290,P2631,2025/06/03 00:00,29.35,112.41,32.5,益阳市,一中,南县,16.57,59,1004.8,23.0,35.475,test,2025-06-03 00:00:00,1679.0,41.8536,43.86,100370.75,20.73,1679.0
1291,57574,2025/06/03 00:00,29.35,112.43,40.3,益阳市,南县,南县,26.49,99,1003.6,22.2,60.1432,train,2025-06-03 00:00:00,1679.0,41.8536,43.86,100370.75,20.73,1679.0
1292,P1521,2025/06/03 00:00,29.36,110.08,311.6,张家界市,利福塔,桑植县,23.08,100,973.7,19.8,49.8543,train,2025-06-03 00:00:00,1675.0,41.58822,44.47,100273.55,21.18,1675.0
1293,P1605,2025/06/03 00:00,29.36,110.38,359.4,张家界市,中湖,武陵源区,21.69,100,963,18.8,38.8508,train,2025-06-03 00:00:00,1675.0,41.58822,44.47,100273.55,21.18,1675.0
1294,P1603,2025/06/03 00:00,29.36,110.53,375.4,张家界市,军地坪,武陵源区,23.51,100,967.5,20.1,43.6619,train,2025-06-03 00:00:00,1675.0,41.58822,44.47,100273.55,21.18,1675.0
1295,P3659,2025/06/03 00:00,29.36,112.5,14.0,岳阳市,八一水厂,华容县,22.2,80,1004.9,22.8,43.3822,test,2025-06-03 00:00:00,1680.0,41.50963,44.57,100367.95,20.63,1680.0
1296,P3350,2025/06/03 00:00,29.36,113.53,71.1,岳阳市,忠防水库,临湘市,23.4,88,1000.1,22.1,49.3172,train,2025-06-03 00:00:00,1690.0,40.788994,45.71,99002.55,19.87,1690.0
