time_utc,time_bj,latitude,longitude,rh_percent
2025-06-02 00:00:00,2025-06-02 08:00:00,25.0,113.5,90.98613
2025-06-02 00:00:00,2025-06-02 08:00:00,25.0,113.75,88.44316
2025-06-02 00:00:00,2025-06-02 08:00:00,25.0,114.0,88.15019
2025-06-02 00:00:00,2025-06-02 08:00:00,25.0,114.25,86.70097
2025-06-02 00:00:00,2025-06-02 08:00:00,25.0,114.5,87.10722
2025-06-02 00:00:00,2025-06-02 08:00:00,25.0,114.75,87.04472
2025-06-02 00:00:00,2025-06-02 08:00:00,25.0,115.0,88.66582
2025-06-02 00:00:00,2025-06-02 08:00:00,24.75,112.0,97.896286
2025-06-02 00:00:00,2025-06-02 08:00:00,24.75,112.25,99.19707
2025-06-02 00:00:00,2025-06-02 08:00:00,24.75,112.5,97.96269
2025-06-02 00:00:00,2025-06-02 08:00:00,24.75,112.75,95.11113
2025-06-02 00:00:00,2025-06-02 08:00:00,24.75,113.0,95.99785
2025-06-02 00:00:00,2025-06-02 08:00:00,24.75,113.25,91.095505
2025-06-02 00:00:00,2025-06-02 08:00:00,24.75,113.5,83.93144
2025-06-02 00:00:00,2025-06-02 08:00:00,24.75,113.75,85.4041
2025-06-02 00:00:00,2025-06-02 08:00:00,24.75,114.0,88.07988
2025-06-02 00:00:00,2025-06-02 08:00:00,24.75,114.25,88.208786
2025-06-02 00:00:00,2025-06-02 08:00:00,24.75,114.5,88.93144
2025-06-02 00:00:00,2025-06-02 08:00:00,24.75,114.75,89.17363
2025-06-02 00:00:00,2025-06-02 08:00:00,24.75,115.0,90.751755
2025-06-02 00:00:00,2025-06-02 08:00:00,24.5,112.0,99.783005
2025-06-02 00:00:00,2025-06-02 08:00:00,24.5,112.25,100.89238
2025-06-02 00:00:00,2025-06-02 08:00:00,24.5,112.5,96.75566
2025-06-02 00:00:00,2025-06-02 08:00:00,24.5,112.75,92.1541
2025-06-02 00:00:00,2025-06-02 08:00:00,24.5,113.0,93.38066
2025-06-02 00:00:00,2025-06-02 08:00:00,24.5,113.25,90.95097
2025-06-02 00:00:00,2025-06-02 08:00:00,24.5,113.5,86.49394
2025-06-02 00:00:00,2025-06-02 08:00:00,24.5,113.75,86.865036
2025-06-02 00:00:00,2025-06-02 08:00:00,24.5,114.0,87.44707
2025-06-02 00:00:00,2025-06-02 08:00:00,24.5,114.25,87.38457
2025-06-02 00:00:00,2025-06-02 08:00:00,24.5,114.5,88.38847
2025-06-02 00:00:00,2025-06-02 08:00:00,24.5,114.75,89.75957
2025-06-02 00:00:00,2025-06-02 08:00:00,24.5,115.0,90.97441
2025-06-02 00:00:00,2025-06-02 08:00:00,24.25,112.0,97.78691
2025-06-02 00:00:00,2025-06-02 08:00:00,24.25,112.25,98.07597
2025-06-02 00:00:00,2025-06-02 08:00:00,24.25,112.5,97.02519
2025-06-02 00:00:00,2025-06-02 08:00:00,24.25,112.75,95.82988
2025-06-02 00:00:00,2025-06-02 08:00:00,24.25,113.0,97.052536
